00000900,00000001,130811
00000908,00000002,130814
00000908,00000002,131087
000008b4,00000001,131223
000008c8,000005c9,131224
000008f4,00000008,131299
000008a8,00000001,131327
00000890,00000003,131347
000008c8,000005c9,131539
000008dc,00000006,131631
000008a0,00000006,131772
000008f4,0000000c,131849
00000908,00000002,131875
00000888,00000003,132134
000008c8,000005c9,132159
0000089c,00000015,132553
00000904,00000002,132735
000008e8,00000002,132836
00000878,0000000d,132898
000008a0,00000006,132917
00000908,00000002,133198
00000888,00000003,133342
000008dc,00000006,133417
0000089c,00000015,133740
0000086c,00000002,134115
000008a8,00000001,134583
0000086c,00000002,134819
000008e8,00000002,134937
00000908,00000002,135236
0000086c,00000002,135386
000008d0,00000002,135733
00000904,00000002,135907
000008b4,00000001,136233
000008f4,00000008,136404
0000086c,00000002,136720
000008e8,00000002,137153
00000864,00000004,137372
00000888,00000003,137480
00000900,00000001,137533
0000087c,00000002,137562
00000890,00000003,137849
00000864,00000004,138265
00000908,00000002,138471
00000900,00000001,138846
000008e8,00000002,139275
0000089c,00000015,139748
0000086c,00000002,140228
00000858,00000002,140478
00000900,00000001,140842
00000908,00000002,141118
0000086c,00000002,141436
0000086c,00000002,141835
000008d0,00000002,142035
000008f8,00000001,142406
000008c8,000005c9,142505
0000086c,00000002,142833
000008dc,00000006,143290
000008b4,00000001,143512
00000904,00000002,143627
000008bc,00000002,143924
000008d0,00000002,144073
0000087c,00000002,144148
00000858,00000002,144186
0000089c,00000015,144464
000008bc,00000002,144575
000008d0,00000002,145081
000008dc,00000006,145170
0000087c,00000002,145209
00000888,00000003,145232
000008e8,00000002,145514
000008b4,00000001,145655
000008f8,00000001,145998
00000858,00000002,146171
000008c8,000005c9,146391
000008bc,00000002,146497
000008e8,00000002,146932
0000086c,00000002,147150
00000888,00000003,147532
0000089c,00000015,147741
00000904,00000002,147818
00000920,00000004,148140
0000089c,00000015,148557
000008f8,00000001,149009
00000858,00000002,149518
00000858,00000002,150012
0000087c,00000002,150499
000008f8,00000001,150742
00000918,00000001,151104
000008d0,00000002,151737
000008dc,00000006,151847
000008d0,00000002,152136
000008d0,00000002,152283
00000878,0000000d,152368
000008e8,00000002,152821
000008a8,00000001,152898
000008c8,000005c9,153005
00000888,00000003,153211
000008dc,00000006,153370
0000089c,00000015,153735
0000089c,0000058a,154082
0000086c,00000002,154163
000008f4,00000008,154393
00000864,00000004,154773
000008d0,00000002,155203
000008f8,00000001,155658
000008d0,00000002,156159
00000908,00000002,156649
000008bc,00000002,157134
0000086c,00000002,157377
00000904,00000002,157499
00000888,00000003,157801
000008a8,00000001,157950
00000864,00000004,158029
000008f8,00000001,158336
0000086c,00000002,158732
000008bc,00000002,158930
0000087c,00000002,159301
00000864,00000004,159489
00000904,00000002,159820
00000900,00000001,159986
00000890,00000003,160386
0000087c,00000002,160782
000008dc,00000006,160985
000008a8,00000001,161080
00000888,00000003,161372
0000089c,0000058a,161487
00000864,00000004,161758
00000888,00000003,161950
00000900,00000001,162045
0000087c,00000002,162095
000008a0,00000006,162124
00000858,00000002,162133
000008bc,00000002,162144
0000089c,00000015,162159
00000864,00000004,162829
00000890,00000003,163033
0000087c,00000002,163135
000008dc,00000006,163191
0000089c,00000015,163472
000008d0,00000002,163858
000008c8,000005c9,163897
00000890,00000003,164062
00000878,0000000d,164174
000008b4,00000001,164453
000008a8,00000001,164599
00000900,00000001,164944
0000086c,00000002,165118
00000888,00000003,165206
0000089c,00000015,165268
000008f8,00000001,165510
00000910,00000001,165913
0000086c,00000002,166116
00000900,00000001,166488
000008f4,00000008,166682
00000888,00000003,166771
000008a8,00000001,167088
00000864,00000004,167251
000008c8,0000ca82,167321
00000890,00000003,167602
000008d0,00000002,168049
000008e8,00000002,168513
0000087c,00000002,169017
000008d0,00000002,169509
000008f4,00000008,170001
00000888,00000003,170479
000008f4,00000008,170726
00000908,00000002,171081
00000904,00000002,171353
0000086c,00000002,171399
000008d0,00000002,171662
00000904,00000002,171794
000008c8,0000ca82,171859
000008b4,00000001,172131
000008b4,00000001,172572
000008c8,000005c9,172741
00000858,00000002,172794
00000890,00000003,172906
00000908,00000002,172961
000008e8,00000002,173229
000008bc,00000002,173635
00000878,0000000d,174121
000008b4,00000001,174347
000008d0,00000002,174887
00000878,0000000d,175665
000008f8,00000001,175982
000008c8,000005c9,176186
00000900,00000001,176277
0000089c,0000048e,176381
000008a0,00000006,176430
00000900,00000001,176771
00000864,00000004,177219
000008c8,000005c9,177352
000008dc,00000006,177444
00000858,00000002,177552
00000864,00000004,178238
00000888,00000003,178703
00000890,00000003,179208
000008c8,000005c9,179327
000008f8,00000001,179459
00000900,00000001,179586
00000904,00000002,179651
00000900,00000001,179922
00000890,00000003,180332
000008a8,00000001,180806
000008e8,00000002,181317
00000890,00000003,181813
0000086c,00000002,182060
00000904,00000002,182424
00000858,00000002,182846
000008b4,00000001,183296
00000888,00000003,183524
000008bc,00000002,183876
00000908,00000002,184053
0000087c,00000002,184142
0000089c,00000015,184206
000008a8,00000001,184209
00000858,00000002,184222
00000888,00000003,184501
000008f8,00000001,184910
000008d0,00000002,185117
00000908,00000002,185492
00000904,00000002,185680
000008f8,00000001,186013
000008e8,00000002,186453
000008dc,00000006,186677
00000900,00000001,187054
000008a0,00000006,187490
000008dc,00000006,187706
000008f4,00000008,188088
000008e8,00000002,188512
000008a0,00000006,188971
00000888,00000003,189196
0000086c,00000002,189549
000008a8,00000001,189965
000008a0,00000006,190179
000008a0,00000006,190284
00000904,00000002,190333
0000087c,00000002,190360
00000900,00000001,190373
00000878,0000000d,190664
000008f8,00000001,190792
000008dc,00000006,191582
00000888,00000003,191801
000008b4,00000001,192182
000008d0,00000002,192375
0000086c,00000002,192711
00000864,00000004,193153
00000908,00000002,193611
0000089c,00000015,194132
000008e8,00000002,194604
000008a8,00000001,194849
000008e8,00000002,195213
000008a0,00000006,195399
000008d0,00000002,195726
000008bc,00000002,195892
00000904,00000002,196215
000008d0,00000002,196377
00000904,00000002,196698
000008a8,00000001,196939
000008a0,00000006,196985
000008a0,00000006,197006
00000904,00000002,197013
0000082c,00000002,197019
000008f4,00000008,197300
000008e8,00000002,197944
000008f8,00000001,198029
000008c8,000005c9,198338
000008f8,00000001,198344
0000084c,00000007,198508
0000089c,0000048e,198596
000008bc,00000002,198854
00000904,00000002,199030
000008c8,000005c9,199252
000008bc,00000002,199358
00000890,00000003,199795
000008a8,00000001,200752
000008a0,00000006,201008
000008a0,00000006,201134
000008f8,00000001,201432
000008bc,00000002,201585
000008c8,000005c9,201731
0000086c,00000002,201933
0000089c,00000015,202398
000008a0,00000006,202846
00000904,00000002,203074
00000900,00000001,203429
000008f4,00000008,203854
00000878,0000000d,204308
0000089c,00000015,204541
000008e8,00000002,204635
000008a8,00000001,204691
000008f8,00000001,204720
000008bc,00000002,204736
00000904,00000002,204744
00000864,00000004,205022
00000840,00000002,205907
00000878,0000000d,206157
00000900,00000001,206265
00000878,0000000d,206577
000008c8,000005c9,206909
000008e8,00000002,206956
000008a8,00000001,207422
0000086c,00000002,208193
000008a0,00000006,208287
000008b4,00000001,208599
00000864,00000004,208761
00000900,00000001,208838
000008c8,000005c9,209136
0000087c,00000002,209151
000008c8,000005c9,209493
00000864,00000004,209549
000008a8,00000001,210016
00000864,00000004,210526
00000878,0000000d,210789
000008d0,00000002,211145
000008a0,00000006,211333
0000087c,00000002,211661
000008bc,00000002,212099
000008a0,00000006,212562
0000089c,00000015,212807
00000888,00000003,213144
0000087c,00000002,213321
00000900,00000001,213649
000008e8,00000002,213815
000008dc,00000006,213902
000008dc,00000006,213944
0000086c,00000002,214201
0000089c,00000015,214351
000008b4,00000001,214397
00000858,00000002,214703
000008f4,00000008,214862
000008a8,00000001,214932
00000890,00000003,214973
00000888,00000003,214993
000008dc,00000006,215278
0000089c,00000015,215706
0000087c,00000002,215894
00000878,0000000d,216009
000008bc,00000002,216290
00000904,00000002,216676
00000864,00000004,217143
00000878,0000000d,217385
000008e8,00000002,217491
000008bc,00000002,217550
00000908,00000002,217580
0000086c,00000002,217867
00000908,00000002,218011
0000089c,00000015,218374
000008b4,00000001,218798
00000908,00000002,219261
00000904,00000002,219764
00000904,00000002,220016
0000089c,00000015,220401
00000908,00000002,220805
00000864,00000004,221019
00000864,00000004,221397
000008b4,00000001,221823
000008e8,00000002,222039
00000900,00000001,222146
00000858,00000002,222441
000008a8,00000001,222827
000008dc,00000006,223026
00000888,00000003,223392
00000864,00000004,223578
000008b4,00000001,223668
0000087c,00000002,223716
0000089c,00000015,223759
00000900,00000001,224023
000008a0,00000006,224921
000008f8,00000001,225156
000008a8,00000001,225516
000008c8,000005c9,225917
000008a8,00000001,225936
00000900,00000001,226386
00000858,00000002,226884
00000900,00000001,227132
000008f8,00000001,227257
000008f8,00000001,227320
0000089c,00000015,227372
00000864,00000004,227643
00000900,00000001,228056
0000087c,00000002,228537
0000087c,00000002,229545
00000904,00000002,230033
00000908,00000002,230517
000008c8,000005c9,230528
00000904,00000002,230999
00000890,00000003,231481
000008f4,00000008,231727
000008bc,00000002,231842
000008a8,00000001,231902
00000904,00000002,231934
000008dc,00000006,231954
00000858,00000002,232230
0000086c,00000002,232642
00000900,00000001,233119
0000087c,00000002,233631
000008a0,00000006,233891
000008a0,00000006,234259
0000086c,00000002,235131
00000890,00000003,235630
000008c8,000005c9,236158
00000888,00000003,236364
0000086c,00000002,236486
00000864,00000004,236550
00000908,00000002,236819
000008a8,00000001,236954
0000086c,00000002,237295
00000878,0000000d,237748
0000086c,00000002,238198
0000086c,00000002,238429
0000086c,00000002,238545
00000890,00000003,238844
000008f8,00000001,239231
0000086c,00000002,239427
000008f4,00000008,239531
000008bc,00000002,239814
000008a8,00000001,239958
000008a0,00000006,240036
00000878,0000000d,240080
00000864,00000004,240090
000008bc,00000002,240098
000008e8,00000002,240375
0000089c,00000015,240533
000008dc,00000006,240588
00000890,00000003,240892
000008d0,00000002,241045
00000888,00000003,241395
00000864,00000004,241571
00000888,00000003,241658
00000890,00000003,241974
00000888,00000003,242372
000008dc,00000006,242846
000008c8,0000ca82,242975
000008a0,00000006,243082
000008a8,00000001,243435
000008a0,00000006,243859
000008a0,00000006,244069
000008f8,00000001,244441
000008f8,00000001,244630
0000089c,00000015,244745
000008d0,00000002,244774
0000087c,00000002,245038
000008a8,00000001,245441
000008b4,00000001,245915
000008e8,00000002,246425
00000900,00000001,246679
00000908,00000002,246808
000008a8,00000001,247111
00000900,00000001,247971
00000908,00000002,248478
00000904,00000002,248971
000008c8,000005c9,248983
000008dc,00000006,249222
00000908,00000002,249644
00000904,00000002,250231
00000858,00000002,250601
000008c8,000005c9,250821
00000888,00000003,251027
000008a0,00000006,251243
000008b4,00000001,251345
00000864,00000004,251402
000008c8,000005c9,251514
000008f4,00000008,251673
00000878,0000000d,251812
000008f4,00000008,252146
00000900,00000001,252309
0000089c,00000015,252654
0000086c,00000002,252798
00000858,00000002,252880
00000904,00000002,253193
00000900,00000001,253349
000008d0,00000002,253429
000008bc,00000002,253469
00000904,00000002,253729
00000864,00000004,254133
0000089c,00000015,254860
00000858,00000002,254960
00000900,00000001,255019
000008e8,00000002,255290
0000086c,00000002,255697
000008f8,00000001,255900
0000086c,00000002,256275
000008a8,00000001,256701
000008d0,00000002,256916
000008dc,00000006,257299
000008e8,00000002,257485
00000878,0000000d,257831
00000878,0000000d,257999
00000888,00000003,258747
00000858,00000002,259203
000008a0,00000006,259436
00000900,00000001,259546
000008d0,00000002,259605
000008c8,000005c9,259791
000008a8,00000001,259873
00000900,00000001,260008
0000086c,00000002,260077
000008dc,00000006,260387
00000900,00000001,260775
00000888,00000003,260974
00000908,00000002,261072
0000089c,00000015,261141
00000908,00000002,261387
00000890,00000003,261521
000008b4,00000001,261586
0000086c,00000002,261621
0000089c,00000015,261897
000008b4,00000001,262006
00000878,0000000d,262116
00000908,00000002,262122
000008a0,00000006,262135
000008d0,00000002,262136
00000900,00000001,262140
000008f4,00000008,262145
0000089c,00000015,262433
00000900,00000001,262550
00000878,0000000d,262631
000008f8,00000001,262654
000008dc,00000006,262677
00000864,00000004,262956
000008f4,00000008,263101
00000878,0000000d,263177
00000900,00000001,263201
00000878,0000000d,263471
000008c8,000005c9,263551
000008e8,00000002,263861
00000890,00000003,264063
0000086c,00000002,264163
000008bc,00000002,264214
000008f4,00000008,264246
0000089c,00000015,264544
00000878,0000000d,264679
00000888,00000003,265049
000008b4,00000001,265441
000008f8,00000001,265910
00000858,00000002,266146
000008c8,000005c9,266219
000008d0,00000002,266264
00000900,00000001,266562
000008b4,00000001,266712
00000858,00000002,267060
00000890,00000003,267235
00000900,00000001,267560
000008dc,00000006,267729
00000858,00000002,268047
0000086c,00000002,268480
000008a8,00000001,268696
000008d0,00000002,268806
00000888,00000003,268862
0000087c,00000002,269175
00000908,00000004,269592
0000089c,00000015,269817
00000888,00000003,270175
000008c8,000005c9,270368
000008d0,00000002,270602
00000888,00000003,271057
000008b4,00000001,271554
000008a0,00000006,271809
000008f4,00000008,272176
000008b4,00000001,272352
00000900,00000001,272444
000008b4,00000001,272762
000008b4,00000001,273161
00000858,00000002,273362
000008e8,00000002,273734
000008b4,00000001,274159
00000864,00000004,274615
00000900,00000001,274839
00000890,00000003,274955
000008a8,00000001,275250
000008bc,00000002,275400
0000086c,00000002,275475
00000904,00000002,275513
000008e8,00000002,275772
00000904,00000002,275902
00000908,00000002,276239
00000858,00000002,276408
00000864,00000004,276495
0000086c,00000002,276536
00000878,0000000d,276569
000008d0,00000002,276841
000008a0,00000006,276987
0000087c,00000002,277326
000008a0,00000006,277502
00000904,00000002,277824
000008d0,00000002,278259
00000910,00000001,278476
000008d0,00000002,278858
000008e8,00000002,279049
00000890,00000003,279146
000008bc,00000002,279465
000008bc,00000002,280337
000008e8,00000002,280845
00000888,00000003,281340
000008c8,000005c9,281344
00000904,00000002,281826
000008bc,00000002,282070
000008f4,00000008,282438
000008f8,00000001,282852
0000089c,00000015,283083
000008a0,00000006,283174
0000089c,00000015,283482
0000089c,00000015,283629
00000900,00000001,283683
00000908,00000002,284148
000008dc,00000006,284230
00000908,00000002,284537
000008a0,00000006,284697
00000864,00000004,285045
000008c8,000005c9,285472
0000089c,00000015,285509
00000858,00000002,285714
000008f4,00000008,286104
0000089c,00000015,286549
00000864,00000004,286988
0000089c,00000015,287505
000008c8,0000ca66,287930
000008dc,00000006,287980
000008f4,00000008,288467
0000089c,00000015,288723
00000878,0000000d,288837
00000908,00000002,289127
00000878,0000000d,289289
000008f4,00000008,289360
000008bc,00000002,289664
0000089c,00000015,290078
000008f4,00000008,290263
00000904,00000002,290628
000008f4,00000008,290820
000008d0,00000002,291147
000008bc,00000002,291712
00000904,00000002,292109
000008a0,00000006,292312
00000878,0000000d,292419
00000908,00000002,292698
000008c8,000005c9,292793
000008c8,000005c9,292877
00000890,00000003,293084
000008b4,00000001,293275
00000904,00000002,293422
0000086c,00000002,293447
000008e8,00000002,293460
00000864,00000004,293469
00000888,00000003,293472
00000890,00000003,293746
000008f4,00000008,294160
000008bc,00000002,294359
000008a8,00000001,294461
00000904,00000002,294514
00000864,00000004,294782
000008c8,000005c9,294852
0000089c,00000015,295204
00000858,00000002,295388
00000900,00000001,295489
000008e8,00000002,295781
000008dc,00000006,295931
00000888,00000003,296273
000008b4,00000001,296444
000008d0,00000002,296532
000008e8,00000002,296576
0000087c,00000002,296838
000008a0,00000006,297245
00000858,00000002,297443
00000888,00000003,297817
00000878,0000000d,298014
000008d0,00000002,298097
000008f8,00000001,298415
000008a8,00000001,298575
0000087c,00000002,298928
00000858,00000002,299376
0000086c,00000002,299840
0000086c,00000002,300344
00000858,00000002,300836
00000878,0000000d,301333
00000878,0000000d,301816
000008dc,00000006,302051
0000089c,00000015,302427
00000908,00000002,302589
00000890,00000003,302681
000008b4,00000001,302725
00000858,00000002,302989
00000890,00000003,303122
000008a0,00000006,303463
00000900,00000001,303899
000008a0,00000006,304125
000008dc,00000006,304236
0000089c,00000015,304307
0000086c,00000002,304556
000008a8,00000001,304961
000008bc,00000002,305437
00000900,00000001,305674
00000908,00000002,306034
000008bc,00000002,306214
000008c8,0000ca82,306444
00000888,00000003,306545
000008bc,00000002,306981
