000006e8,00000007,00080480,27358
000006ac,00000002,000ffffe,27363
0000068c,00000001,000ffffe,27394
000006cc,00000011,00080404,27399
000006ac,00000002,000ffffe,27465
000006ac,00000002,000ffffe,27516
000006f4,00000001,000ffffe,27541
000006ac,00000002,000ffffe,27635
00000680,00000002,000ffffe,27682
000006a4,00000001,000ffffe,27769
000006ec,00000001,000ffffe,27829
000006d4,00000001,000ffffe,27843
000006e8,00000007,00080480,27936
00000680,00000002,000ffffe,28039
00000680,00000002,000ffffe,28141
00000688,0000000a,00080480,28184
000006fc,00000001,000ffffe,28257
0000078c,00000001,000ffffe,28378
00000758,00000002,000ffffe,28440
00000714,00000002,000ffffe,28535
0000078c,00000001,000ffffe,28582
0000074c,00000011,0008006f,28606
00000760,00000011,00080480,28626
00000788,00000001,000ffffe,28700
00000720,00000001,000ffffe,28825
00000770,00000002,000ffffe,28953
00000720,00000001,000ffffe,29080
0000070c,00000001,000ffffe,29128
00000758,00000002,000ffffe,29137
00000750,00000001,000ffffe,29220
00000768,00000001,000ffffe,29342
0000070c,00000001,000ffffe,29451
0000070c,00000001,000ffffe,29570
00000740,00000002,000ffffe,29695
0000070c,00000001,000ffffe,29740
00000750,00000001,000ffffe,29747
00000750,00000001,000ffffe,29815
0000071c,0000000a,00080445,29938
00000760,00000011,00080480,29986
00000760,00000011,00080480,30071
00000788,00000001,000ffffe,30162
0000070c,00000001,000ffffe,30216
00000770,00000002,000ffffe,30228
0000070c,00000001,000ffffe,30233
0000078c,00000001,000ffffe,30316
0000074c,00000011,00080075,30374
00000750,00000001,000ffffe,30427
00000758,00000002,000ffffe,30463
000006e8,00000007,00080480,30550
00000680,00000002,000ffffe,30602
000006ec,00000001,000ffffe,30630
000006bc,00000001,000ffffe,30709
000006ec,00000001,000ffffe,30749
00000678,00000001,000ffffe,30753
00000680,00000002,000ffffe,30772
000006ac,00000002,000ffffe,30861
000006e8,00000007,00080480,30975
000006e8,00000007,00080480,31094
000006a4,00000001,000ffffe,31148
00000680,00000002,000ffffe,31163
000006bc,00000001,000ffffe,31185
000006f8,00000001,000ffffe,31261
000006f4,00000001,000ffffe,31379
000006b8,00000011,00080079,31438
000006bc,00000001,000ffffe,31508
000006dc,00000002,000ffffe,31632
000006ac,00000002,000ffffe,31694
000006fc,00000001,000ffffe,31772
000006ac,00000002,000ffffe,31813
000006ac,00000002,000ffffe,31881
000006a4,00000001,000ffffe,31930
000006cc,00000011,00080405,32019
000006c4,00000002,000ffffe,32105
000006a4,00000001,000ffffe,32219
000006dc,00000002,000ffffe,32278
000006bc,00000001,000ffffe,32290
000006f4,00000001,000ffffe,32297
000006f4,00000001,000ffffe,32365
000006ec,00000001,000ffffe,32415
000006ac,00000002,000ffffe,32425
000006b8,00000011,0008007d,32509
0000068c,00000001,000ffffe,32592
00000790,00000001,000ffffe,32642
00000758,00000002,000ffffe,32652
00000780,00000001,000ffffe,32656
0000077c,00000007,00080440,32729
00000780,00000001,000ffffe,32758
00000788,00000001,000ffffe,32759
0000077c,00000007,00080440,32763
00000770,00000002,000ffffe,32825
00000768,00000001,000ffffe,32857
00000768,00000001,000ffffe,32874
00000750,00000001,000ffffe,32888
00000768,00000001,000ffffe,32891
0000071c,0000000a,00080441,32892
0000077c,00000007,00080441,32899
0000077c,00000007,00080441,32916
00000738,00000001,000ffffe,32919
00000740,00000002,000ffffe,32989
0000074c,00000011,00080077,33039
00000750,00000001,000ffffe,33041
0000078c,00000001,000ffffe,33066
00000770,00000002,000ffffe,33080
00000788,00000001,000ffffe,33150
00000790,00000001,000ffffe,33186
00000714,00000002,000ffffe,33189
00000714,00000002,000ffffe,33206
0000074c,00000011,00080078,33294
00000740,00000002,000ffffe,33380
00000740,00000002,000ffffe,33431
00000788,00000001,000ffffe,33456
00000750,00000001,000ffffe,33500
00000760,00000011,00080480,33501
00000770,00000002,000ffffe,33573
0000077c,00000007,00080443,33630
00000740,00000002,000ffffe,33635
00000740,00000002,000ffffe,33720
00000768,00000001,000ffffe,33826
00000760,00000011,00080480,33960
00000714,00000002,000ffffe,33988
0000074c,00000011,0008007b,34025
0000077c,00000007,00080445,34106
00000750,00000001,000ffffe,34146
00000768,00000001,000ffffe,34217
0000077c,00000007,00080446,34259
00000768,00000001,000ffffe,34319
00000758,00000002,000ffffe,34369
0000077c,00000007,00080446,34463
0000071c,0000000a,00080447,34575
0000074c,00000011,0008007d,34637
0000070c,00000001,000ffffe,34649
00000780,00000001,000ffffe,34679
00000768,00000001,000ffffe,34710
000006e8,00000007,00080480,34796
000006ec,00000001,000ffffe,34910
000006b8,00000011,0008007e,34970
000006c4,00000002,000ffffe,35025
000006a4,00000001,000ffffe,35139
000006bc,00000001,000ffffe,35261
000006f4,00000001,000ffffe,35370
00000680,00000002,000ffffe,35426
000006c4,00000002,000ffffe,35518
00000688,0000000a,00080480,35588
00000678,00000001,000ffffe,35594
000006a4,00000001,000ffffe,35666
00000680,00000002,000ffffe,35783
000006cc,00000011,00080404,35840
000006d4,00000001,000ffffe,35893
000006bc,00000001,000ffffe,35992
00000688,0000000a,00080480,36115
000006cc,00000011,00080405,36163
000006ec,00000001,000ffffe,36168
0000068c,00000001,000ffffe,36243
000006bc,00000001,000ffffe,36281
000006d4,00000001,000ffffe,36284
000006e8,00000007,00080480,36292
000006c4,00000002,000ffffe,36368
000006f8,00000001,000ffffe,36408
000006f8,00000001,000ffffe,36493
000006bc,00000001,000ffffe,36536
000006e8,00000007,00080480,36564
000006ac,00000002,000ffffe,36586
00000688,0000000a,00080480,36608
000006a4,00000001,000ffffe,36686
000006f4,00000001,000ffffe,36730
000006fc,00000001,000ffffe,36800
00000780,00000001,000ffffe,36851
00000714,00000002,000ffffe,36942
00000750,00000001,000ffffe,37066
0000071c,0000000a,00080441,37138
00000780,00000001,000ffffe,37225
00000760,00000011,00080480,37305
00000758,00000002,000ffffe,37306
00000770,00000002,000ffffe,37394
00000790,00000001,000ffffe,37517
00000750,00000001,000ffffe,37627
00000758,00000002,000ffffe,37731
00000740,00000002,000ffffe,37847
00000760,00000011,00080480,37968
0000077c,00000007,00080444,37995
00000768,00000001,000ffffe,38072
00000788,00000001,000ffffe,38178
0000070c,00000001,000ffffe,38215
0000071c,0000000a,00080445,38243
00000758,00000002,000ffffe,38309
00000768,00000001,000ffffe,38361
00000720,00000001,000ffffe,38388
00000780,00000001,000ffffe,38466
0000070c,00000001,000ffffe,38521
00000770,00000002,000ffffe,38550
00000720,00000001,000ffffe,38643
0000078c,00000001,000ffffe,38706
00000760,00000011,00080480,38818
00000714,00000002,000ffffe,38931
000006ac,00000002,000ffffe,38979
000006cc,00000011,00080400,39066
000006b8,00000011,00080086,39182
000006d4,00000001,000ffffe,39272
000006cc,00000011,00080401,39389
000006ac,00000002,000ffffe,39489
000006c4,00000002,000ffffe,39611
00000688,0000000a,00080480,39664
000006c4,00000002,000ffffe,39679
000006fc,00000001,000ffffe,39754
00000688,0000000a,00080480,39817
000006ec,00000001,000ffffe,39819
000006f8,00000001,000ffffe,39889
000006dc,00000002,000ffffe,40005
00000680,00000002,000ffffe,40063
000006d4,00000001,000ffffe,40139
000006f8,00000001,000ffffe,40178
000006f4,00000001,000ffffe,40262
000006a4,00000001,000ffffe,40320
00000678,00000001,000ffffe,40333
0000068c,00000001,000ffffe,40404
00000680,00000002,000ffffe,40505
00000680,00000002,000ffffe,40539
00000688,0000000a,00080480,40548
000006fc,00000001,000ffffe,40604
000006dc,00000002,000ffffe,40702
000006cc,00000011,00080406,40766
00000678,00000001,000ffffe,40775
000006ec,00000001,000ffffe,40788
0000068c,00000001,000ffffe,40795
000006bc,00000001,000ffffe,40799
000006c4,00000002,000ffffe,40818
000006fc,00000001,000ffffe,40842
000006c4,00000002,000ffffe,40920
000006cc,00000011,00080407,41038
00000750,00000001,000ffffe,41074
0000070c,00000001,000ffffe,41084
00000738,00000001,000ffffe,41105
00000770,00000002,000ffffe,41181
00000770,00000002,000ffffe,41283
0000077c,00000007,00080440,41323
00000780,00000001,000ffffe,41335
0000070c,00000001,000ffffe,41424
00000770,00000002,000ffffe,41470
00000780,00000001,000ffffe,41556
0000074c,00000011,00080087,41616
00000788,00000001,000ffffe,41625
00000720,00000001,000ffffe,41699
00000714,00000002,000ffffe,41817
00000760,00000011,00080480,41891
00000714,00000002,000ffffe,41970
00000780,00000001,000ffffe,42032
00000770,00000002,000ffffe,42065
00000740,00000002,000ffffe,42161
00000714,00000002,000ffffe,42225
00000780,00000001,000ffffe,42304
00000788,00000001,000ffffe,42424
00000720,00000001,000ffffe,42532
00000720,00000001,000ffffe,42634
0000070c,00000001,000ffffe,42733
0000077c,00000007,00080446,42853
0000078c,00000001,000ffffe,42952
0000070c,00000001,000ffffe,43005
0000074c,00000011,0008008d,43112
00000714,00000002,000ffffe,43143
00000758,00000002,000ffffe,43150
0000077c,00000007,00080447,43159
000006fc,00000001,000ffffe,43235
000006ac,00000002,000ffffe,43293
000006ec,00000001,000ffffe,43385
000006ac,00000002,000ffffe,43497
000006d4,00000001,000ffffe,43552
000006ac,00000002,000ffffe,43565
000006d4,00000001,000ffffe,43586
000006fc,00000001,000ffffe,43677
000006bc,00000001,000ffffe,43787
000006c4,00000002,000ffffe,43891
000006cc,00000011,00080402,43958
000006f8,00000001,000ffffe,44016
00000678,00000001,000ffffe,44069
000006b8,00000011,00080091,44176
000006f4,00000001,000ffffe,44270
00000688,0000000a,00080480,44318
000006ac,00000002,000ffffe,44330
000006d4,00000001,000ffffe,44419
0000068c,00000001,000ffffe,44480
000006ec,00000001,000ffffe,44575
000006b8,00000011,00080093,44703
000006fc,00000001,000ffffe,44731
000006e8,00000007,00080480,44733
000006ec,00000001,000ffffe,44813
000006f8,00000001,000ffffe,44934
000006a4,00000001,000ffffe,45059
000006e8,00000007,00080480,45192
000006c4,00000002,000ffffe,45251
000006bc,00000001,000ffffe,45266
000006f4,00000001,000ffffe,45290
00000714,00000002,000ffffe,45383
00000758,00000002,000ffffe,45509
0000077c,00000f7c,00080441,45569
0000070c,00000001,000ffffe,45619
00000714,00000002,000ffffe,45740
00000750,00000001,000ffffe,45847
00000770,00000002,000ffffe,45886
00000768,00000001,000ffffe,45952
0000074c,00000011,00080090,46066
00000714,00000002,000ffffe,46148
00000790,00000001,000ffffe,46196
00000720,00000001,000ffffe,46285
00000788,00000001,000ffffe,46330
00000720,00000001,000ffffe,46353
0000078c,00000001,000ffffe,46365
00000720,00000001,000ffffe,46387
00000780,00000001,000ffffe,46414
0000074c,00000011,00080091,46508
0000074c,00000011,00080092,46627
0000078c,00000001,000ffffe,46671
00000758,00000002,000ffffe,46750
0000077c,00000007,00080445,46810
0000071c,0000000a,00080445,46905
00000760,00000011,00080480,47038
00000740,00000002,000ffffe,47070
00000758,00000002,000ffffe,47158
00000780,00000001,000ffffe,47281
00000758,00000002,000ffffe,47328
00000770,00000002,000ffffe,47399
000006fc,00000001,000ffffe,47498
000006e8,00000007,00080480,47602
000006dc,00000002,000ffffe,47630
000006bc,00000001,000ffffe,47710
000006d4,00000001,000ffffe,47815
000006e8,00000007,00080480,47874
000006ac,00000002,000ffffe,47896
00000688,0000000a,00080480,47918
000006c4,00000002,000ffffe,47933
0000068c,00000001,000ffffe,47944
000006a4,00000001,000ffffe,48030
000006e8,00000007,00080480,48095
000006a4,00000001,000ffffe,48183
000006e8,00000007,00080480,48316
000006c4,00000002,000ffffe,48375
0000068c,00000001,000ffffe,48454
000006c4,00000002,000ffffe,48511
000006fc,00000001,000ffffe,48586
000006f8,00000001,000ffffe,48704
0000068c,00000001,000ffffe,48811
00000688,0000000a,00080480,48938
000006bc,00000001,000ffffe,49036
000006d4,00000001,000ffffe,49090
00000678,00000001,000ffffe,49165
000006a4,00000001,000ffffe,49203
0000068c,00000001,000ffffe,49270
0000068c,00000001,000ffffe,49304
00000678,00000001,000ffffe,49369
000006fc,00000001,000ffffe,49402
000006e8,00000007,00080480,49489
00000790,00000001,000ffffe,49524
00000720,00000001,000ffffe,49545
00000788,00000001,000ffffe,49556
00000720,00000001,000ffffe,49562
00000740,00000002,000ffffe,49582
0000078c,00000001,000ffffe,49591
0000078c,00000001,000ffffe,49676
00000750,00000001,000ffffe,49719
00000758,00000002,000ffffe,49806
00000790,00000001,000ffffe,49864
0000077c,00000007,00080441,49900
00000740,00000002,000ffffe,49990
0000071c,0000000a,00080441,50046
0000074c,00000011,00080097,50125
00000750,00000001,000ffffe,50161
00000780,00000001,000ffffe,50235
00000770,00000002,000ffffe,50353
0000078c,00000001,000ffffe,50475
00000740,00000002,000ffffe,50602
00000714,00000002,000ffffe,50649
00000758,00000002,000ffffe,50673
0000078c,00000001,000ffffe,50764
00000760,00000011,00080480,50842
00000720,00000001,000ffffe,50905
00000740,00000002,000ffffe,51010
00000720,00000001,000ffffe,51109
00000720,00000001,000ffffe,51143
0000070c,00000001,000ffffe,51208
0000077c,00000007,00080446,51311
0000074c,00000011,0008009c,51434
0000077c,00000007,00080447,51481
00000750,00000001,000ffffe,51504
00000740,00000002,000ffffe,51520
00000780,00000001,000ffffe,51527
00000790,00000001,000ffffe,51547
00000758,00000002,000ffffe,51574
000006b8,00000011,0008009d,51682
000006f8,00000001,000ffffe,51777
000006fc,00000001,000ffffe,51897
000006f8,00000001,000ffffe,51947
000006cc,00000011,00080401,51957
000006ec,00000001,000ffffe,52030
00000678,00000001,000ffffe,52136
000006fc,00000001,000ffffe,52237
000006fc,00000001,000ffffe,52288
000006a4,00000001,000ffffe,52378
000006f4,00000001,000ffffe,52439
000006dc,00000002,000ffffe,52471
000006b8,00000011,000800a0,52566
000006dc,00000002,000ffffe,52607
000006b8,00000011,000800a0,52634
000006bc,00000001,000ffffe,52704
000006dc,00000002,000ffffe,52828
00000680,00000002,000ffffe,52954
000006d4,00000001,000ffffe,53064
