000008dc,00000002,271056
00000878,00000001,271554
000008e8,00000007,271810
0000088c,00000001,272169
000008cc,00000011,272368
000008fc,00000001,272444
000008dc,00000002,272763
00000888,0000000a,273170
000008f8,00000001,273361
000008ec,00000001,273733
000008f4,00000001,274159
00000880,00000002,274613
000008bc,00000001,274839
00000888,0000000a,274962
000008d4,00000001,275250
000008ec,00000001,275474
00000878,00000001,275512
000008a4,00000001,275771
000008f8,00000001,275901
000008e8,00000007,276244
000008a4,00000001,276407
000008a4,00000001,276492
000008ec,00000001,276535
00000880,00000002,276558
000008e8,00000007,276846
00000880,00000002,276983
000008a4,00000001,277325
000008b8,000007ff,277445
000008cc,00000011,277839
00000888,0000000a,278267
000008cc,00000011,278492
000008fc,00000001,278857
0000088c,00000001,279048
000008f4,00000001,279144
000008dc,00000002,279465
0000088c,00000001,279864
000008fc,00000001,280336
000008bc,00000001,280844
000008c4,00000002,281339
00000888,0000000a,281834
000008c4,00000002,282070
000008ec,00000001,282431
00000888,0000000a,282861
000008cc,00000011,283079
000008ec,00000001,283169
00000878,00000001,283462
000008dc,00000002,283610
00000878,00000001,283683
0000088c,00000001,283992
000008ac,00000002,284148
000008f8,00000001,284225
0000088c,00000001,284536
000008fc,00000001,284692
000008cc,00000011,285058
000008f4,00000001,285489
00000878,00000001,285713
000008d4,00000001,286097
00000878,00000001,286529
000008bc,00000001,286985
000008f4,00000001,287485
000008dc,00000002,287976
0000088c,00000001,288460
00000880,00000002,288704
000008a4,00000001,288825
000008fc,00000001,289126
000008f4,00000001,289277
000008ac,00000002,289354
000008cc,00000011,289679
000008ec,00000001,290058
000008bc,00000001,290256
000008a4,00000001,290627
000008ec,00000001,290813
0000088c,00000001,291313
00000888,0000000a,291406
000008d4,00000001,291711
000008fc,00000001,292108
000008dc,00000002,292308
000008cc,00000011,292423
000008d4,00000001,292697
000008f4,00000001,293082
000008b8,000007ff,293192
0000088c,00000001,293275
000008f8,00000001,293372
000008ec,00000001,293421
000008a4,00000001,293446
00000878,00000001,293459
000008bc,00000001,293466
000008dc,00000002,293471
000008ec,00000001,293744
000008f4,00000001,294153
000008f8,00000001,294358
000008fc,00000001,294461
00000878,00000001,294513
000008dc,00000002,294780
00000880,00000002,295185
00000878,00000001,295387
00000878,00000001,295489
00000888,0000000a,295789
000008e8,00000007,295932
00000878,00000001,296271
0000088c,00000001,296444
000008ac,00000002,296532
000008f8,00000001,296575
000008f8,00000001,296837
000008d4,00000001,297240
000008c4,00000002,297443
000008bc,00000001,297815
000008bc,00000001,298002
000008fc,00000001,298096
000008e8,00000007,298421
00000888,0000000a,298584
000008bc,00000001,298927
000008ec,00000001,299375
00000880,00000002,299840
000008e8,00000007,300349
000008dc,00000002,300836
000008f4,00000001,301321
000008a4,00000001,301804
000008c4,00000002,302047
000008e8,00000007,302413
000008e8,00000007,302685
000008bc,00000001,302725
000008c4,00000002,302989
000008a4,00000001,303120
00000888,0000000a,303467
00000880,00000002,303900
00000880,00000002,304121
000008d4,00000001,304231
000008f8,00000001,304287
000008dc,00000002,304556
000008b8,000007ff,304634
000008cc,00000011,304977
00000880,00000002,305437
00000880,00000002,305675
0000088c,00000001,306033
000008ec,00000001,306213
0000088c,00000001,306543
000008f8,00000001,306980
000008f4,00000001,307309
0000088c,00000001,307604
000008f8,00000001,307752
